stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
1420,42284,"Bellevue",43.60749404,3.74148356,0,S5828
S5829,5829,"Chemin des Pins",43.60837126,3.76306837,1,
1410,42181,"Chemin des Pins",43.60837126,3.76306837,0,S5829
1418,42281,"Chemin des Pins",43.60835738,3.76343916,0,S5829
S5830,5830,"Clos des Pins",43.60290243,3.73925536,1,
1416,42191,"Clos des Pins",43.60290243,3.73925536,0,S5830
1424,42291,"Clos des Pins",43.60353662,3.73956782,0,S5830
S5831,5831,"Fontaine Romaine",43.6061232,3.73627885,1,
1415,42190,"Fontaine Romaine",43.6061232,3.73627885,0,S5831
1423,42290,"Fontaine Romaine",43.60623938,3.73633118,0,S5831
S5832,5832,"La Rouvière Longue",43.60079544,3.73466398,1,
1414,42188,"La Rouvière Longue",43.60079544,3.73466398,0,S5832
1422,42288,"La Rouvière Longue",43.60079544,3.73466398,0,S5832
S5833,5833,"Les Clauzes",43.60610464,3.74325553,1,
1411,42183,"Les Clauzes",43.60610464,3.74325553,0,S5833
1419,42283,"Les Clauzes",43.60605168,3.74318,0,S5833
S5834,5834,"Mas de Garenc",43.60851943,3.73797057,1,
1413,42185,"Mas de Garenc",43.60851943,3.73797057,0,S5834
1421,42285,"Mas de Garenc",43.60851013,3.73799509,0,S5834
S5835,5835,"Alicantes",43.61295416,3.78619545,1,
1409,42180,"Les Alicantes",43.61295416,3.78619545,0,S5835
1417,42280,"Les Alicantes",43.61302837,3.78602412,0,S5835
S5836,5836,"Les Jardins",43.60970849,3.78287171,1,
1425,40111,"Les Jardins",43.60970849,3.78287171,0,S5836
1426,40211,"Les Jardins",43.60970849,3.78287171,0,S5836
S5837,5837,"Albert 1er - Cathédrale",43.61477524,3.87375554,1,
1430,44102,"Albert 1er - Cathédrale",43.61477524,3.87375554,0,S5837
1436,44202,"Albert 1er - Cathédrale",43.61480343,3.87366969,0,S5837
1451,06237,"Albert 1er - Cathédrale",43.61544304,3.87357554,0,S5837
S5838,5838,"Pérols Centre - Bazille",43.56279406,3.95051016,1,
880,28112,"Pérols Centre - Bazille",43.56279406,3.95051016,0,S5838
893,28207,"Pérols Centre - Bazille",43.56281917,3.95063449,0,S5838
S5842,5842,"Auguste Broussonnet",43.61663536,3.87000694,1,
1449,06235,"Auguste Broussonnet",43.61663536,3.87000694,0,S5842
S5844,5844,"Gare Montpellier Sud de France",43.59628404,3.92230177,1,
1460,50004,"Gare Montpellier Sud de France",43.59628404,3.92230177,0,S5844
S5845,5845,"Le Salaison",43.68156909,3.92187248,1,
1458,36162,"Le Salaison",43.68156909,3.92187248,0,S5845
1459,36262,"Le Salaison",43.68164707,3.92207285,0,S5845
S5846,5846,"Lafeuillade",43.6047342,3.86420721,1,
1462,11132,"Lafeuillade",43.6047342,3.86420721,0,S5846
S5847,5847,"Saint-Estève",43.585999,3.77241556,1,
1463,38110,"Saint-Estève",43.585999,3.77241556,0,S5847
1464,38210,"Saint-Estève",43.58584808,3.77159558,0,S5847
S5848,5848,"Stade",43.60721192,3.78470129,1,
1465,40113,"Stade",43.60721192,3.78470129,0,S5848
S5849,5849,"Jardins d'Hélios",43.5666549,3.72976192,1,
1466,38124,"Jardins d'Hélios",43.5666549,3.72976192,0,S5849
1467,38224,"Jardins d'Hélios",43.56670175,3.72961472,0,S5849
S5850,5850,"Aiguelongue (Jussieu)",43.63847409,3.88309545,1,
1468,10234,"Aiguelongue (Jussieu)",43.63847409,3.88309545,0,S5850
S5851,5851,"Anterrieu",43.6061676,3.86582905,1,
1469,04114,"Anterrieu",43.6061676,3.86582905,0,S5851
S5852,5852,"Gare de Baillargues",43.65337552,4.00798456,1,
1538,29100,"Gare de Baillargues",43.65337552,4.00798456,0,S5852
1543,29200,"Gare de Baillargues",43.65337552,4.00798456,0,S5852
S5853,5853,"Espace Gare",43.67408211,3.9885252,1,
1521,27101,"Espace Gare",43.67408211,3.9885252,0,S5853
1529,27204,"Espace Gare",43.67415619,3.98897326,0,S5853
S5854,5854,"Zone Artisanale",43.67009941,3.9760988,1,
1548,31100,"Zone Artisanale",43.67009941,3.9760988,0,S5854
1549,31200,"Zone Artisanale",43.67009941,3.9760988,0,S5854
S5855,5855,"Chêne Liège",43.65985435,3.89610718,1,
1564,36163,"Chêne Liège",43.65985435,3.89610718,0,S5855
1567,36263,"Chêne Liège",43.65984626,3.89604505,0,S5855
S5856,5856,"Collège Ray Charles",43.55928257,3.78995211,1,
1551,32117,"Collège Ray Charles",43.55928257,3.78995211,0,S5856
1557,32217,"Collège Ray Charles",43.55973538,3.79037153,0,S5856
S5858,5858,"Écureuils",43.66375292,3.90875849,1,
1566,36165,"Écureuils",43.66375292,3.90875849,0,S5858
1569,36265,"Écureuils",43.66397057,3.90800907,0,S5858
S5859,5859,"Le Pontil",43.66228641,3.92362785,1,
1497,22120,"Le Pontil",43.66228641,3.92362785,0,S5859
S5860,5860,"Pinède",43.66394589,3.90537063,1,
1565,36164,"Pinède",43.66394589,3.90537063,0,S5860
1568,36264,"Pinède",43.66402459,3.90490221,0,S5860
S5861,5861,"Courpouyran",43.62077062,3.78786635,1,
1510,25123,"Courpouyran",43.62077062,3.78786635,0,S5861
1514,25223,"Courpouyran",43.62088111,3.78767117,0,S5861
S5863,5863,"Les Thermes",43.62148905,3.79993717,1,
1513,25138,"Les Thermes",43.62148905,3.79993717,0,S5863
S5864,5864,"Saturne",43.61963733,3.80391125,1,
1512,25137,"Saturne",43.61963733,3.80391125,0,S5864
1517,25237,"Saturne",43.61958291,3.80394698,0,S5864
S5865,5865,"Terres du Sud",43.61959631,3.7909671,1,
1515,25225,"Terres du Sud",43.61959631,3.7909671,0,S5865
S5867,5867,"Mûriers",43.74927083,3.95932612,1,
1527,27156,"Mûriers",43.74927083,3.95932612,0,S5867
1533,27256,"Mûriers",43.74927083,3.95932612,0,S5867
S5868,5868,"Stade",43.75182138,3.95650882,1,
1441,36261,"Stade",43.75182138,3.95650882,0,S5868
1526,27130,"Stade",43.75182138,3.95650882,0,S5868
S5869,5869,"Mende Agropolis",43.65177081,3.86596117,1,
1498,23135,"Mende Agropolis",43.65177081,3.86596117,0,S5869
1504,23145,"Mende Agropolis",43.65164588,3.86589592,0,S5869
S5870,5870,"Olympe",43.67675472,3.85504943,1,
1518,26114,"Olympe",43.67675472,3.85504943,0,S5870
1519,26214,"Olympe",43.67675472,3.85504943,0,S5870
S5871,5871,"Léon Cazal",43.60650303,3.90457264,1,
1478,16135,"Léon Cazal",43.60650303,3.90457264,0,S5871
1481,16235,"Léon Cazal",43.60636086,3.9044574,0,S5871
S5872,5872,"Philippe Lamour",43.61943082,3.91443094,1,
1589,51100,"Philippe Lamour",43.61943082,3.91443094,0,S5872
1591,51206,"Philippe Lamour",43.6193088,3.91416771,0,S5872
S5874,5874,"Pont Juvénal",43.60628526,3.89787378,1,
1479,16136,"Pont Juvénal",43.60628526,3.89787378,0,S5874
1482,16236,"Pont Juvénal",43.60628526,3.89787378,0,S5874
S5876,5876,"Walhalla",43.61799342,3.91682889,1,
1473,09152,"Walhalla",43.61799342,3.91682889,0,S5876
S5877,5877,"Cigale",43.68812838,3.8677411,1,
1500,23137,"Cigale",43.68812838,3.8677411,0,S5877
1506,23147,"Cigale",43.68818265,3.86771778,0,S5877
S5878,5878,"Gaspard Monge",43.69388748,3.8724429,1,
1503,23140,"Gaspard Monge",43.69388748,3.8724429,0,S5878
1509,23150,"Gaspard Monge",43.69379673,3.87250241,0,S5878
S5879,5879,"Les Baronnes",43.69115139,3.87139046,1,
1502,23139,"Les Baronnes",43.69115139,3.87139046,0,S5879
1508,23149,"Les Baronnes",43.69111684,3.87129041,0,S5879
S5880,5880,"Nouau",43.68657025,3.865395,1,
1499,23136,"Nouau",43.68657025,3.865395,0,S5880
1505,23146,"Nouau",43.68668002,3.86526167,0,S5880
S5881,5881,"Olympe de Gouges",43.69001494,3.87038112,1,
1501,23138,"Olympe de Gouges",43.69001494,3.87038112,0,S5881
1507,23148,"Olympe de Gouges",43.69003449,3.87027014,0,S5881
S5882,5882,"Perdigal",43.66860528,4.04085518,1,
1541,29133,"Perdigal",43.66860528,4.04085518,0,S5882
1544,29225,"Perdigal",43.66878754,4.04069962,0,S5882
S5883,5883,"Piscine Héraclès",43.66969475,4.03732069,1,
1540,29132,"Piscine Héraclès",43.66969475,4.03732069,0,S5883
1545,29226,"Piscine Héraclès",43.66963515,4.03710836,0,S5883
S5884,5884,"Sainte-Colombe",43.66825611,4.03446637,1,
1539,29131,"Sainte-Colombe",43.66825611,4.03446637,0,S5884
1546,29228,"Sainte-Colombe",43.66778618,4.03347397,0,S5884
S5885,5885,"Grives",43.72647806,3.97495546,1,
1522,27126,"Grives",43.72647806,3.97495546,0,S5885
1530,27226,"Grives",43.72647806,3.97495546,0,S5885
S5886,5886,"Jean Vilar",43.57734326,3.82879162,1,
1552,32151,"Jean Vilar",43.57734326,3.82879162,0,S5886
1558,32251,"Jean Vilar",43.57728781,3.82890146,0,S5886
S5887,5887,"La Fermaude",43.59082662,3.8379372,1,
1555,32156,"La Fermaude",43.59082662,3.8379372,0,S5887
1561,32256,"La Fermaude",43.59082662,3.8379372,0,S5887
S5888,5888,"Oliviers",43.58932416,3.82893132,1,
1554,32155,"Oliviers",43.58932416,3.82893132,0,S5888
1560,32255,"Oliviers",43.5890064,3.82915801,0,S5888
S5889,5889,"Les Arbousiers",43.71488404,3.99832191,1,
1531,27227,"Les Arbousiers",43.71488404,3.99832191,0,S5889
S5890,5890,"Les Carrières",43.70124643,4.00818537,1,
1524,27128,"Les Carrières",43.70124643,4.00818537,0,S5890
1532,27228,"Les Carrières",43.70136554,4.00804015,0,S5890
S5891,5891,"Jean-Marcel Castet",43.65333863,3.9619851,1,
1490,21220,"Jean-Marcel Castet",43.65333863,3.9619851,0,S5891
1491,21222,"Jean-Marcel Castet",43.65254739,3.96139302,0,S5891
1492,21227,"Jean-Marcel Castet",43.65329771,3.96111721,0,S5891
S5892,5892,"Domenoves",43.52986044,3.85347298,1,
1584,44159,"Domenoves",43.52986044,3.85347298,0,S5892
1587,44259,"Domenoves",43.52975262,3.85347012,0,S5892
S5893,5893,"Figuière",43.53477861,3.855951,1,
1577,44152,"Figuière",43.53477861,3.855951,0,S5893
S5894,5894,"Gare de Villeneuve-lès-Maguelone",43.54394451,3.85039875,1,
1576,44151,"Gare de Villeneuve-lès-Maguelone",43.54394451,3.85039875,0,S5894
1586,44251,"Gare de Villeneuve-lès-Maguelone",43.54407999,3.85035291,0,S5894
S5895,5895,"Les Moures",43.524591,3.8587194,1,
1580,44155,"Les Moures",43.524591,3.8587194,0,S5895
S5896,5896,"Pèlerine",43.52649609,3.85492801,1,
1579,44154,"Pèlerine",43.52649609,3.85492801,0,S5896
S5897,5897,"Pont de Villeneuve",43.553648,3.8456005,1,
1550,32100,"Pont de Villeneuve",43.553648,3.8456005,0,S5897
1556,32200,"Pont de Villeneuve",43.55356626,3.84566014,0,S5897
S5898,5898,"Vignes Vierges",43.53236956,3.85274879,1,
1578,44153,"Vignes Vierges",43.53236956,3.85274879,0,S5898
